status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/12/2020
Ready,Federal Medical Station,Imperial,72,8,45,8/12/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/12/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/12/2020
WARM Status,Arena,Sacramento,0,0,276,8/12/2020
WARM Status,Federal Medical Station,Fresno,0,0,175,8/12/2020
WARM Status,Federal Medical Station,Los Angeles,0,0,175,8/12/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/12/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/13/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/13/2020
Ready,Hospital,San Mateo,112,8,0,8/13/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/13/2020
Ready,Alternative Care Facility,Orange,53,7,185,8/13/2020
Ready,Alternative Care Facility,Tulare,32,18,123,8/13/2020
Ready,Federal Medical Station,Imperial,72,8,45,8/13/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/13/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/13/2020
WARM Status,Arena,Sacramento,0,0,276,8/13/2020
WARM Status,Federal Medical Station,Fresno,0,0,175,8/13/2020
WARM Status,Federal Medical Station,Los Angeles,0,0,175,8/13/2020
Ready,Hospital,San Mateo,109,11,0,8/14/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/14/2020
Ready,Alternative Care Facility,Orange,50,10,185,8/14/2020
Ready,Alternative Care Facility,Tulare,32,18,123,8/14/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/14/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/14/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/14/2020
WARM Status,Arena,Sacramento,0,0,276,8/14/2020
WARM Status,Federal Medical Station,Fresno,0,0,175,8/14/2020
WARM Status,Federal Medical Station,Los Angeles,0,0,175,8/14/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/14/2020
Ready,Federal Medical Station,Imperial,71,9,45,8/14/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/15/2020
Ready,Federal Medical Station,Imperial,71,9,45,8/15/2020
Ready,Alternative Care Facility,Tulare,33,17,123,8/15/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/15/2020
Ready,Alternative Care Facility,Orange,50,10,185,8/15/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/15/2020
Ready,Hospital,San Mateo,109,11,0,8/15/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/15/2020
WARM Status,Arena,Sacramento,0,0,276,8/15/2020
WARM Status,Federal Medical Station,Fresno,0,0,175,8/15/2020
WARM Status,Federal Medical Station,Los Angeles,0,0,175,8/15/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/15/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/16/2020
Ready,Hospital,San Mateo,109,11,0,8/16/2020
Ready,Alternative Care Facility,Orange,48,12,185,8/16/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/16/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/16/2020
WARM Status,Federal Medical Station,Los Angeles,0,0,175,8/16/2020
WARM Status,Federal Medical Station,Fresno,0,0,175,8/16/2020
WARM Status,Arena,Sacramento,0,0,276,8/16/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/16/2020
Ready,Federal Medical Station,Imperial,78,2,45,8/16/2020
Ready,Alternative Care Facility,Tulare,36,14,123,8/16/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/16/2020
Ready,Alternative Care Facility,Tulare,37,13,123,8/17/2020
Ready,Alternative Care Facility,Orange,48,12,185,8/17/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/17/2020
Ready,Federal Medical Station,Imperial,78,2,45,8/17/2020
Ready,Hospital,San Mateo,109,11,0,8/17/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/17/2020
WARM Status,Federal Medical Station,Los Angeles,0,0,175,8/17/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/17/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/17/2020
WARM Status,Arena,Sacramento,0,0,276,8/17/2020
WARM Status,Federal Medical Station,Fresno,0,0,175,8/17/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/17/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/18/2020
Ready,Hospital,San Mateo,109,11,0,8/18/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/18/2020
Ready,Alternative Care Facility,Orange,53,12,180,8/18/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/18/2020
Ready,Alternative Care Facility,Tulare,39,11,123,8/18/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/18/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/18/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/18/2020
WARM Status,Arena,Sacramento,0,0,244,8/18/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/18/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/19/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/19/2020
Ready,Hospital,San Mateo,109,11,0,8/19/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/19/2020
Ready,Alternative Care Facility,Orange,51,14,180,8/19/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/19/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/19/2020
Ready,Alternative Care Facility,Tulare,39,11,123,8/19/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/19/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/19/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/19/2020
WARM Status,Arena,Sacramento,0,0,244,8/19/2020
Ready,Hospital,San Mateo,110,10,0,8/20/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/20/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/20/2020
Ready,Alternative Care Facility,Orange,51,14,180,8/20/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/20/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/20/2020
Ready,Alternative Care Facility,Tulare,39,11,123,8/20/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/20/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/20/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/20/2020
WARM Status,Arena,Sacramento,0,0,244,8/20/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/20/2020
Ready,Alternative Care Facility,Tulare,39,11,123,8/21/2020
Ready,Hospital,San Mateo,109,11,0,8/21/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/21/2020
Ready,Alternative Care Facility,Orange,52,13,180,8/21/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/21/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/21/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/21/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/21/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/21/2020
WARM Status,Arena,Sacramento,0,0,244,8/21/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/21/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/21/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/22/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/22/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/22/2020
Ready,Hospital,San Mateo,108,12,0,8/22/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/22/2020
Ready,Alternative Care Facility,Orange,51,14,180,8/22/2020
Ready,Alternative Care Facility,Tulare,39,11,123,8/22/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/22/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/22/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/22/2020
WARM Status,Arena,Sacramento,0,0,244,8/22/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/22/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/23/2020
WARM Status,Arena,Sacramento,0,0,244,8/23/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/23/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/23/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/23/2020
Ready,Hospital,San Mateo,108,12,0,8/23/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/23/2020
Ready,Alternative Care Facility,Orange,51,14,180,8/23/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/23/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/23/2020
Ready,Alternative Care Facility,Tulare,39,11,123,8/23/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/23/2020
Ready,Alternative Care Facility,Orange,47,18,180,8/24/2020
Ready,Hospital,San Mateo,108,12,0,8/24/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/24/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/24/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/24/2020
Ready,Alternative Care Facility,Tulare,39,11,123,8/24/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/24/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/24/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/24/2020
WARM Status,Arena,Sacramento,0,0,244,8/24/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/24/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/24/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/25/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/25/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/25/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/25/2020
WARM Status,Arena,Sacramento,0,0,244,8/25/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/25/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/25/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/25/2020
Ready,Alternative Care Facility,Tulare,44,6,123,8/25/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/25/2020
Ready,Alternative Care Facility,Orange,50,15,180,8/25/2020
Ready,Hospital,San Mateo,109,11,0,8/25/2020
Ready,Alternative Care Facility,Tulare,44,6,123,8/26/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/26/2020
WARM Status,Arena,Sacramento,0,0,244,8/26/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/26/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/26/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/26/2020
Ready,Alternative Care Facility,Orange,51,14,180,8/26/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/26/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/26/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/26/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/26/2020
Ready,Hospital,San Mateo,108,12,0,8/26/2020
WARM Status,Arena,Sacramento,0,0,244,8/27/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/27/2020
Ready,Hospital,San Mateo,108,12,0,8/27/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/27/2020
Ready,Alternative Care Facility,Orange,65,0,180,8/27/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/27/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/27/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/27/2020
Ready,Alternative Care Facility,Tulare,44,6,123,8/27/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/27/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/27/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/27/2020
WARM Status,Arena,Sacramento,0,0,244,8/28/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/28/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/28/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/28/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/28/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/28/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/28/2020
Ready,Alternative Care Facility,Tulare,44,6,123,8/28/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/28/2020
Ready,Alternative Care Facility,Orange,53,12,180,8/28/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/28/2020
Ready,Hospital,San Mateo,110,10,0,8/28/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/29/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/29/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/29/2020
Ready,Hospital,San Mateo,109,11,0,8/29/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/29/2020
Ready,Alternative Care Facility,Orange,53,12,180,8/29/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/29/2020
Ready,Alternative Care Facility,Tulare,44,6,123,8/29/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/29/2020
WARM Status,Arena,Sacramento,0,0,244,8/29/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/29/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/29/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/30/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/30/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/30/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/30/2020
WARM Status,Arena,Sacramento,0,0,244,8/30/2020
Ready,Hospital,San Mateo,110,10,0,8/30/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/30/2020
Ready,Alternative Care Facility,Orange,53,12,180,8/30/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/30/2020
Ready,Alternative Care Facility,Tulare,45,5,123,8/30/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/30/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/30/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,8/31/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,8/31/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,8/31/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,8/31/2020
Ready,Hospital,San Mateo,110,10,0,8/31/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,8/31/2020
Ready,Alternative Care Facility,Orange,53,12,180,8/31/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,8/31/2020
Ready,Alternative Care Facility,Tulare,46,4,123,8/31/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,8/31/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,8/31/2020
WARM Status,Arena,Sacramento,0,0,244,8/31/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/1/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/1/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/1/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/1/2020
WARM Status,Arena,Sacramento,0,0,244,9/1/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/1/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/1/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/1/2020
Ready,Alternative Care Facility,Orange,53,12,180,9/1/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/1/2020
Ready,Alternative Care Facility,Tulare,44,6,123,9/1/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/2/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/2/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/2/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/2/2020
WARM Status,Arena,Sacramento,0,0,244,9/2/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/2/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/2/2020
Ready,Alternative Care Facility,Tulare,44,6,123,9/2/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/2/2020
Ready,Alternative Care Facility,Orange,52,13,180,9/2/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/2/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/3/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/3/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/3/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/3/2020
WARM Status,Arena,Sacramento,0,0,244,9/3/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/3/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/3/2020
Ready,Alternative Care Facility,Tulare,44,6,123,9/3/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/3/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/3/2020
Ready,Alternative Care Facility,Orange,52,13,180,9/3/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/4/2020
WARM Status,Arena,Sacramento,0,0,244,9/4/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/4/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/4/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/4/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/4/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/4/2020
Ready,Alternative Care Facility,Tulare,43,7,123,9/4/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/4/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/4/2020
Ready,Alternative Care Facility,Orange,52,13,180,9/4/2020
Ready,Alternative Care Facility,Tulare,43,7,123,9/5/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/5/2020
Ready,Alternative Care Facility,Orange,52,13,180,9/5/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/5/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/5/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/5/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/5/2020
WARM Status,Arena,Sacramento,0,0,244,9/5/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/5/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/5/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/5/2020
Ready,Alternative Care Facility,Orange,52,13,180,9/6/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/6/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/6/2020
WARM Status,Arena,Sacramento,0,0,244,9/6/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/6/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/6/2020
Ready,Alternative Care Facility,Tulare,43,7,123,9/6/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/6/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/6/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/6/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/6/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/7/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/7/2020
WARM Status,Arena,Sacramento,0,0,244,9/7/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/7/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/7/2020
Ready,Alternative Care Facility,Tulare,42,8,123,9/7/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/7/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/7/2020
Ready,Alternative Care Facility,Orange,54,11,180,9/7/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/7/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/7/2020
WARM Status,Arena,Sacramento,0,0,244,9/8/2020
ColdStatus,Federal Medical Station,San Francisco,0,0,0,9/8/2020
WARM Status,Federal Medical Station,San Mateo,0,0,250,9/8/2020
WARM Status,Federal Medical Station,Fresno,0,0,125,9/8/2020
WARM Status,Federal Medical Station,Riverside,0,0,250,9/8/2020
WARM Status,Federal Medical Station,San Diego,0,0,200,9/8/2020
WARM Status,Federal Medical Station,Imperial,-2,2,125,9/8/2020
Ready,Alternative Care Facility,Tulare,45,5,123,9/8/2020
WARM Status,Federal Medical Station,San Francisco,0,0,125,9/8/2020
Ready,Alternative Care Facility,Orange,54,11,180,9/8/2020
WARM Status,Federal Medical Station,Contra Costa,0,0,250,9/8/2020
